code,lat,lon,name,city,state,country,tz,type,runway_length,elev,NTGA
TNA,36.3306,118.761,Shandong,Jinan,Shandong,China,Asia/Shanghai,Airports,,,PATC
TNC,65.5639,-167.919,Tin City AFS,Tin City,Alaska,United States,America/Nome,Military Airport,,,GMTT
TNG,35.7283,-5.9175,Boukhalf Airport,Tangiers,Tanger,Morocco,Africa/Casablanca,Airports,,,
TNJ,0.9192,104.536,Kijang Airport,Tanjungpinang,Riau,Indonesia,Asia/Jakarta,Airports,,,
TNK,60.5813,-165.253,Tununak Airport,Tununak,Alaska,United States,America/Anchorage,Airports,,,RCNN
TNN,22.9634,120.216,Tainan Airport,Tainan City,Taiwan Province,Taiwan,Asia/Taipei,Airports,,,
TNO,10.9333,-85.4667,Tamarindo Airport,Liberia,Guanacaste,Costa Rica,America/Costa_Rica,Airports,,,FMMI
TNR,-18.7953,47.4861,Antananarivo Ivato Airport,Ambohidratrimo,Antananarivo,Madagascar,Indian/Antananarivo,Airports,10171,4196,
TNZ,50.2394,99.8604,Hovsgol,Tosontsengel,Hovsgol,Mongolia,Asia/Ulaanbaatar,Airports,,,
TOD,2.8,104.167,Tioman Airport,Kampung Genting,Pahang,Malaysia,Asia/Kuala_Lumpur,Airports,3255,15,
TOE,33.9308,8.1042,Nefta Airport,Tawzar,Tawzar,Tunisia,Africa/Tunis,Airports,,,
TOF,56.3833,85.2,,Tomsk,Tomskaya Oblast,Russia,Asia/Krasnoyarsk,Airports,2500,182,PATG
TOG,37.1198,-89.8786,Togiak Village,Togiak Village,Alaska,United States,America/Anchorage,Airports,,,
TOH,-15.1468,167.038,Vanuatu,Torres,,Vanuatu,Pacific/Efate,Airports,,,KTOL
TOL,41.5923,-83.8072,Toledo Express Airport,Swanton,Ohio,United States,America/New_York,Airports,,,
TOM,16.7314,-3.0053,Tombouctou Airport,,Tombouctou,Mali,Africa/Bamako,Airports,,,ENTC
TOS,69.6787,18.9096,Tromso Langnes Airport,Tromso,Troms Fylke,Norway,Europe/Oslo,Airports,2392,31,
TOU,41.1258,-96.832,,Touho,Nord,New Caledonia,Pacific/Noumea,Airports,,,
TOY,36.6495,137.187,Toyama Airport,Toyama-shi,Toyama Prefecture,Japan,Asia/Tokyo,Airports,,,KTPA
TPA,27.9744,-82.5356,Tampa International Airport,Tampa,Florida,United States,America/New_York,Airports,11002,26,RCTP
TPE,25.081,121.237,Taiwan Taoyuan International Airport,Taoyuan City,Taiwan Province,Taiwan,Asia/Taipei,Airports,3660,33,
TPJ,27.2999,87.7011,Taplejung Suketar,Taplejung,Central,Nepal,Asia/Katmandu,Airports,,,
TPP,-6.5058,-76.3714,Tarapoto Airport,Tarapoto,San Martin,Peru,America/Lima,Airports,,,MMEP
TPQ,21.4758,-104.881,Tepic Airport,Tepic,Nayarit,Mexico,America/Mazatlan,Airports,,,LICT
TPS,37.9021,12.4994,Trapani Birgi Airport,Trapani,Sicily,Italy,Europe/Rome,Airports,,,
TQR,43.2667,10.9333,,San Domino Island,Trentino-Alto Adige,Italy,Europe/Rome,Airports,,,MMTC
TRC,25.5683,-103.411,Torreon International Airport,Torreón,Coahuila de Zaragoza,Mexico,America/Mexico_City,Airports,9022,3688,ENVA
TRD,63.4578,10.9229,Trondheim Vaernes Airport,Stjordal,Nord-Trondelag,Norway,Europe/Oslo,Airports,2900,,
TRE,56.4998,-6.87066,Tiree Aerodrome,Crossapol,Scotland,United Kingdom,Europe/London,Airports,,,ENTO
TRF,59.182,10.2509,Torp Airport,Sandefjord,Vestfold Fylke,Norway,Europe/Oslo,Airports,9809,285,NZTG
TRG,-37.6738,176.19,Tauranga Airport,Tauranga,Bay Of Plenty,New Zealand,Pacific/Auckland,Airports,,,KTRI
TRI,36.4805,-82.4087,Tri-Cities Regional Airport,Blountville,Tennessee,United States,America/New_York,Airports,,,KTRK
TRK,3.3258,117.567,Tarakan Airport,Tarakan,Kalimantan Timur,Indonesia,Asia/Jakarta,Airports,,,LIMF
TRN,45.1975,7.64937,Turin International Airport,Caselle,Piedmont,Italy,Europe/Rome,Airports,,,
TRO,-31.8887,152.518,Taree Airport,Taree,New South Wales,Australia,Australia/Sydney,Airports,,,LIPQ
TRS,45.8234,13.4841,Ronchi Dei Legionari Airport,Ronchi,Friuli-Venezia Giulia,Italy,Europe/Rome,Airports,3,,SPRU
TRU,-8.09,-79.115,Cap C Martinez de Pinillos Airport,Huanchaco,La Libertad,Peru,America/Lima,Airports,,,VOTV
TRV,8.47824,76.9215,Thiruvananthapuram Airport,Thiruvananthapuram,Kerala,India,Asia/Kolkata,Airports,,,
TRW,1.38,173.151,Bonriki International Airport,Tarawa,,Kiribati,Pacific/Tarawa,Airports,,,
TRZ,10.7645,78.7396,,Tiruchirapally,,India,Asia/Kolkata,Airports,,,RCSS
TSA,25.0637,121.552,Taipei Songshan Airport,Taipei City,Taipei City,Taiwan,Asia/Taipei,Airports,,,
TSE,51.0266,71.4782,Tselinograd South Airport,Aqmola,Aqmola,Kazakhstan,Asia/Almaty,Airports,,,LIPH
TSF,45.6513,12.2022,Treviso Airport,Treviso,Veneto,Italy,Europe/Rome,Airports,7940,59,
TSJ,34.2856,129.33,Tsushima Airport,Tsushima-shi,Nagasaki Prefecture,Japan,Asia/Tokyo,Airports,,,
TSL,22.0458,-98.8042,Tamuin Airport,Ciudad Valles,San Luis Potosi,Mexico,America/Mexico_City,Airports,,,
TSN,39.1333,117.35,Zhangguizhuang Airport,Tanggu,Tianjin,China,Asia/Shanghai,Airports,,,KTSO
TSO,49.9502,-6.32874,,Isles Of Scilly,England,United Kingdom,Europe/London,Other Airport,,,LRTR
TSR,45.8047,21.3377,Timisoara Northeast Airport,,Timis,Romania,Europe/Bucharest,Airports,3500,106,
TSS,40.7474,-73.9912,East 34th Street Heliport,New York,New York,United States,America/New_York,Heliport2,,,
TST,7.5081,99.625,Trang Airport,Muang Trang,Trang,Thailand,Asia/Bangkok,Airports,,,YBTL
TSV,-19.2542,146.764,Townsville Airport,Townsville,Queensland,Australia,Australia/Brisbane,Airports,2436,18,KTTA
TTA,28.4294,-11.098,Tan-Tan,Tan Tan,Tan-Tan,Morocco,Africa/Casablanca,Airports,,,
TTE,0.8308,127.377,Babullah Airport,Ternate,Maluku Utara,Indonesia,Asia/Jayapura,Airports,,,
TTJ,35.5298,134.166,Tottori Airport,Tottori-shi,Tottori Prefecture,Japan,Asia/Tokyo,Airports,,,
TTQ,10.5667,-83.5167,Tortuquero Airport,Colorado,Limon,Costa Rica,America/Costa_Rica,Other Airport,,,
TTT,22.7561,121.107,Taitung Airport,Taitung City,Taiwan Province,Taiwan,Asia/Taipei,Airports,,,
TTU,35.5953,-5.3261,Sania Ramel Airport,Tetouan,Tetouan,Morocco,Africa/Casablanca,Airports,,,
TUA,0.8111,-77.7069,El Rosal Teniente Guerrero Airport,Urbina,Carchi,Ecuador,America/Guayaquil,Airports,,,
TUB,31.6123,-111.052,,Tubuai,Austral Islands,French Polynesia,Pacific/Midway,Airports,,,
TUC,-26.8397,-65.1019,Teniente Benjamin Matienzo Airport,Banda del Río Salí,Tucuman,Argentina,America/Buenos_Aires,Airports,,,
TUD,13.7347,-13.6561,Tambacounda Airport,Tambacounda,Tambacounda,Senegal,Africa/Dakar,Airports,,,LFOT
TUF,47.428,0.72414,St Symphorien Airport,Tours,Centre,France,Europe/Paris,Other Airport,,,
TUG,17.6417,121.731,Tuguegarao Airport,Tuguegarao,Cagayan Valley,Philippines,Asia/Manila,Airports,,,
TUI,31.6917,38.7289,Turaif Airport,Turayf,Al Hudud ash Shamaliyah,Saudi Arabia,Asia/Riyadh,Airports,,,
TUK,25.9833,63.0319,Turbat Airport,Turbat,Balochistan,Pakistan,Asia/Karachi,Airports,,,KTUL
TUL,36.1877,-95.8892,Tulsa International Airport,Tulsa,Oklahoma,United States,America/Chicago,Airports,,,DTTA
TUN,36.8435,10.2348,Aeroport Tunis,Tunis,Tunis,Tunisia,Africa/Tunis,Airports,,,NZAP
TUO,-38.7383,176.088,Taupo Aerodrome,Taupo,Waikato,New Zealand,Pacific/Auckland,Airports,,,KTUP
TUP,34.2662,-88.766,Tupelo Municipal-C D Lemons Airport,Tupelo,Mississippi,United States,America/Chicago,Airports,,,
TUR,-3.7767,-49.7192,Tucurui Airport,Tucuruí,Para,Brazil,America/Belem,Airports,,,KTUS
TUS,32.1204,-110.936,Tucson International Airport,Tucson,Arizona,United States,America/Phoenix,Airports,,2643,KTUU
TUU,28.3722,36.6253,Tabuk Airport,Tabuk,Tabuk,Saudi Arabia,Asia/Riyadh,Airports,,,KTVC
TVC,44.7365,-85.5796,Cherry Capital Airport,Traverse City,Michigan,United States,America/New_York,Airports,6501,624,KTVF
TVF,48.0655,-96.1791,Thief River Falls Regional Airport,Thief River Falls,Minnesota,United States,America/Chicago,Airports,,,
TVU,-16.8494,-179.97,Taveuni Airport,Taveuni,Northern,Fiji,Pacific/Fiji,Airports,,,KTVY
TVY,14.1017,98.2067,,Dawe,,Myanmar,Asia/Rangoon,Airports,4593,84,
TWA,36.8259,-83.3212,Twin Hills,Twin Hills,Alaska,United States,America/Anchorage,Airports,,,
TWB,-27.5444,151.914,Toowoomba Airport,Toowoomba,Queensland,Australia,Australia/Brisbane,Airports,1121,,KTWF
TWF,42.4838,-114.485,Twin Falls-Sun Valley Regional Airport,Twin Falls,Idaho,United States,America/Denver,Airports,,,
TWT,7.1,124.65,Tawitawi,Tawitawi,Soccsksargen,Philippines,Asia/Manila,Airports,,,
TWU,4.2642,117.885,Tawau Airport,Tawau,Sabah,Malaysia,Asia/Kuala_Lumpur,Airports,,,KTXK
TXK,33.457,-93.9943,Texarkana Regional Airport,Texarkana,Arkansas,United States,America/Chicago,Airports,,,EDDT
TXL,52.5548,13.289,Berlin-Tegel International Airport,Berlin,Berlin,Germany,Europe/Berlin,Airports,9918,121,
TXN,29.7354,118.262,Tunxi Airport,Haiyang,Anhui,China,Asia/Shanghai,Airports,,,
TYF,60.154,12.9958,Fryklanda Airport,Torsby,Varmland,Sweden,Europe/Stockholm,Airports,,,
TYN,37.774,112.614,Taiyuan Wusu Airport,Taiyuan,Shanxi,China,Asia/Shanghai,Airports,,,KTYR
TYR,32.3506,-95.4118,Tyler Pounds Field Airport,Tyler,Texas,United States,America/Chicago,Airports,7200,544,KTYS
TYS,35.8064,-83.9889,Mcghee Tyson Airport,Knoxville,Tennessee,United States,America/New_York,Airports,9008,981,
TZA,17.5347,-88.3028,Belize City Municipal Airport,Hattieville,Belize,Belize,America/Belize,Airports,1740,5,
TZN,24.1543,-77.5885,South Andros Airport,Mangrove Cay,Mangrove Cay,Bahamas,America/Nassau,Airports,5000,15,LTCD
TZX,41,39.7167,Trabzon Air Base,Trabzon,Trabzon,Turkey,Europe/Istanbul,Airports,2640,104,
UAH,-8.91445,-139.548,French Polynesia,Ua Huka,Marquesas Islands,French Polynesia,Pacific/Midway,Airports,2477,151,
UAK,61.1611,-45.4278,Narsarsuaq Airport,Narsarssurk,Vestgronland,Greenland,America/Godthab,Airports,6004,112,
UAP,-9.41207,-140.068,French Polynesia,Ua Pou,Marquesas Islands,French Polynesia,Pacific/Midway,Airports,2723,112,
UAQ,-31.6024,-68.5472,San Juan Airport,9 de Julio,San Juan,Argentina,America/Buenos_Aires,Airports,8070,1959,
UAS,0.466667,37.5667,Samburu Airport,Samburu,Eastern,Kenya,Africa/Nairobi,Airports,3280,3300,
UBA,-19.75,-47.95,Uberaba,Uberaba,Sudeste,Brazil,America/Sao_Paulo,Airports,5905,2648,
UBJ,33.931,131.276,Yamaguchi-Ube Airport,Ube-shi,Yamaguchi Prefecture,Japan,Asia/Tokyo,Airports,6560,23,
UBP,15.2489,104.873,Ubon Airport,Don Mot Daeng,Ubon Ratchathani,Thailand,Asia/Bangkok,Airports,9848,406,
UCT,63.5577,53.7894,Ust Ukhta Airport,Ukhta,Komi,Russia,Europe/Moscow,Airports,,,
UDI,-18.8833,-48.2247,Coronel Aviador Cesar Bombonato Airport,Uberlandia,Minas Gerais,Brazil,America/Sao_Paulo,Airports,6365,3094,
UDJ,48.636,22.2738,Uzhgorod Airport,Uzhhorod,Zakarpats´ka Oblast´,Ukraine,Europe/Kiev,Airports,,,
UDR,24.6041,73.7726,Udaipur Airport,Debari,Rajasthan,India,Asia/Kolkata,Airports,6000,1670,
UEL,-17.8569,36.8556,Quelimane Airport,Quelimane,Zambezia,Mozambique,Africa/Maputo,Airports,5905,36,
UEO,26.3677,126.716,Kumejima Airport,Kumejima-cho,Okinawa Prefecture,Japan,Asia/Tokyo,Airports,3940,22,
UET,30.2536,66.9389,Quetta Airport,,Balochistan,Pakistan,Asia/Karachi,Airports,12000,5250,UWUU
UFA,54.5569,55.8893,Ufa South Airport,Oufa,Bashkortostan,Russia,Asia/Yekaterinburg,Airports,,,
UGB,57.4253,-157.74,Ugashik Bay Airport,Pilot Point,Alaska,United States,America/Anchorage,Airports,1245,25,
UGC,41.5434,60.6368,Urganch,Urgench,Qoraqalpoghiston,Uzbekistan,Asia/Samarkand,Airports,,,
UGI,57.8838,-153.369,Uganik Airport,Kodiak,Alaska,United States,America/Anchorage,Airports,,,
UIB,5.6903,-76.6464,El Carano Airport,Quibdó,Choco,Colombia,America/Bogota,Airports,3870,220,
UIH,13.7673,109.256,Vietnam,Qui Nhon,Binh Dinh,Vietnam,Asia/Ho_Chi_Minh,Airports,5081,25,
UII,16.0969,-86.9337,Utila Airport,Utila,Islas de la Bahía,Honduras,America/Tegucigalpa,Airports,2000,16,KUIN
UIN,39.9348,-91.196,Quincy Municipal Airport-Baldwin Field,Quincy,Illinois,United States,America/Chicago,Airports,7097,769,SEQU
UIO,-0.1381,-78.4833,Mariscal Sucre International Airport,Quito,Pichincha,Ecuador,America/Guayaquil,Airports,10240,9223,
UIP,47.9751,-4.17416,Pluguffan Airport,Plomelin,Brittany,France,Europe/Paris,Airports,6234,302,
UKB,34.6356,135.22,Kobe Airport,Kobe-shi,Hyogo Prefecture,Japan,Asia/Tokyo,Airports,8202,22,
UKK,47.0436,17.2142,,Ust-kamenogorsk,,Kazakhstan,Asia/Qyzylorda,Airports,,,
ULB,-16.3333,168.294,Ulei Airport,Port-Vato,Malampa,Vanuatu,Pacific/Efate,Airports,2789,126,ZMUB
ULN,47.8458,106.759,Ulaanbaatar Southwest Airport,Ulan Bator,Tov,Mongolia,Asia/Ulaanbaatar,Airports,,,
ULO,49.9674,92.0767,Ulaangom,Ulaangom,Uvs,Mongolia,Asia/Hovd,Airports,,,
ULP,-26.6087,144.255,Quilpie Aerodrome,Quilpie,Queensland,Australia,Australia/Brisbane,Airports,4900,655,
ULU,2.81,32.2683,Gulu Airport,Gulu,Gulu,Uganda,Africa/Kampala,Airports,10203,3510,
ULY,54.4145,48.8063,Ulyanovsk Northeast Airport,Dimitrovgrad,Ulryanovskaya Oblast,Russia,Asia/Yekaterinburg,Airports,,,
UMD,70.6801,-52.1221,Uummannaq Airport,Uummannaq,Vestgronland,Greenland,America/Godthab,Airports,,2,ESNU
UME,63.7932,20.2848,Umea Airport,Umea,Vasterbotten,Sweden,Europe/Stockholm,Airports,6562,22,
UNG,-23.4941,-46.5488,,Kiunga,Western,Papua New Guinea,Pacific/Port_Moresby,Airports,3690,102,PAUN
UNK,63.8833,-160.783,Unalakleet,Unalakleet,Alaska,United States,America/Anchorage,Airports,6004,21,
UNN,9.85278,98.6292,Ranong Airport,Ranong,Ranong,Thailand,Asia/Bangkok,Airports,3529,115,
UPB,23.0805,-82.517,Playa Baracoa,Havana,Ciudad de la Habana,Cuba,America/Havana,Airports,,,
UPG,-5.0694,119.55,Hasanuddin Airport,Maros,Sulawesi Selatan,Indonesia,Asia/Makassar,Airports,8202,47,
URA,51.1526,51.5336,Podstepnyy Airport,Oral,Batys Qazaqstan,Kazakhstan,Asia/Aqtobe,Airports,2500,,ZWWW
URC,43.9333,87.4667,Diwopu Airport,Urumqi,Xinjiang,China,Asia/Shanghai,Airports,10496,2129,EEKE
URE,58.2432,22.5041,Kuressarre Airport,Kingissepa,Saaremaa,Estonia,Europe/Tallinn,Airports,,,
URG,-29.7817,-57.0383,Rubem Berta International Airport,Uruguaiana,Rio Grande do Sul,Brazil,America/Sao_Paulo,Airports,4921,243,
URJ,60.1167,64.8333,Uraj,Uraj,Khanty-Mansiyskiy Avtonomnyy Okr,Russian Federation,Asia/Yekaterinburg,Airports,,,
URO,49.3827,1.26106,Boos Airport,St-Pierre,Haute-Normandie,France,Europe/Paris,Airports,4101,515,
URS,42.7756,1.73213,,Kursk,Kurskaya Oblast,Russia,Europe/Moscow,Other Airport,,,VTSB
URT,9.1367,99.1417,Surat Thani Airport,Phun Phin,Surat Thani,Thailand,Asia/Bangkok,Airports,8202,19,
URY,31.415,37.2744,Guriat Airport,Gurayat,,Saudi Arabia,Asia/Riyadh,Airports,10007,1671,SAWH
USH,-54.8176,-68.326,Ushuaia Airport,Ushuaia,Tierra del Fuego,Argentina,America/Buenos_Aires,Airports,4763,33,
USK,48.3136,-117.281,,Usinsk,Komi,Russia,Europe/Moscow,Airports,,,
USM,9.55,100.067,Koh Samui Airport,Ko Samui,Surat Thani,Thailand,Asia/Bangkok,Airports,4724,44,
USN,35.5906,129.357,Ulsan Airport,Ulsan,Ulsan,South Korea,Asia/Seoul,Airports,4921,30,
USQ,38.681,29.4716,,Usak,Uşak,Turkey,Europe/Istanbul,Airports,,,
USU,12.1,120.167,Busuanga Airport,Coron,Western Visayas,Philippines,Asia/Manila,Airports,3937,148,
UTH,17.3831,102.794,Udon Airport,Changwat Udon Thani; Udon Thani,Udon Thani,Thailand,Asia/Bangkok,Airports,10000,579,FAUP
UTN,-28.3986,21.2528,Pierre Van Ryneveld Airport,Upington,Northern Cape,South Africa,Africa/Johannesburg,Airports,16076,2791,
UTP,12.6778,101.009,Rayong Airport,Ban Chang,Rayong,Thailand,Asia/Bangkok,Airports,11500,59,
UTT,-31.5472,28.6694,K D Matanzima Airport,Umtata,Eastern Cape,South Africa,Africa/Johannesburg,Airports,6650,2400,
UUD,51.8063,107.443,Ulan Ude-Mukhino Airport,Kabansk,Buryatiya,Russia,Asia/Irkutsk,Airports,8943,1690,
UUN,46.663,113.287,Baruun Urt Airport,Baruun-Urt,Suhbaatar,Mongolia,Asia/Choibalsan,Airports,,,UHSS
UUS,46.8885,142.724,Yuzhno Sakhalinsk South Airport,Kholmsk,Sakhalinskaya Oblast,Russia,Asia/Vladivostok,Airports,8858,56,
UVE,-20.5542,166.571,Ouloup Airport,Fayaoué,Loyaute,New Caledonia,Pacific/Noumea,Airports,3608,23,TLPL
UVF,13.7336,-60.9542,Hewanorra International Airport,Vieux Fort,Vieux Fort,St. Lucia,America/St_Lucia,Airports,9000,11,
UWE,51.4997,-2.54595,Metropolitan Area,Wiesbaden,Hesse,Germany,Europe/Berlin,Airports,,,
UYL,10.9342,25.3411,Janub Darfur,Nyala,Janub Darfur,Sudan,Africa/Khartoum,Airports,5300,2149,
UYN,38.2768,109.769,Yulin Airport,Yulin,Shaanxi,China,Asia/Chongqing,Airports,,,EFVA
VAA,63.0396,21.7691,Vaasa Airport,Vaasa,Western Finland,Finland,Europe/Helsinki,Airports,6562,15,
VAI,35.253,26.2538,,Vanimo,Sandaun,Papua New Guinea,Pacific/Port_Moresby,Airports,5250,10,PAVA
VAK,61.5338,-165.584,Chevak Airport,Hooper Bay,Alaska,United States,America/Anchorage,Airports,2689,75,
VAN,38.4681,43.3308,Van Airport,Van,Van,Turkey,Europe/Istanbul,Airports,8990,5474,
VAO,7.56667,154.667,Suavanao Airstrip,Suavanao,,Solomon Islands,Pacific/Noumea,Airports,,,LBWN
VAR,43.2416,27.8137,Topoli Airport,Varna,Varna,Bulgaria,Europe/Sofia,Airports,8202,230,
VAS,39.8147,36.9039,Sivas Airport,Sivas,Sivas,Turkey,Europe/Istanbul,Airports,12500,5222,
VAV,-18.65,-173.967,Lupepau'u Airport,Neiafu,Vava'eu,Tonga,Pacific/Tongatapu,Airports,,,
VAW,70.3569,31.0471,Vardoe Airport,Vardo,Finnmark Fylke,Norway,Europe/Oslo,Airports,3281,20,
VBM,62.8903,-149.054,Alaska,Blue Mountain,Alaska,United States,America/Nome,Airports,,,LIPO
VBS,45.4343,10.3214,Brescia Montichiari,Verona,Lombardy,Italy,Europe/Rome,Airports,,,
VBV,16.4843,73.746,,Vanuabalavu,,Fiji,Pacific/Fiji,Airports,3018,156,
VBY,57.6603,18.3397,Visby Airport,Visby,Gotland,Sweden,Europe/Stockholm,Airports,6562,167,LIPZ
VCE,45.505,12.3433,Marco Polo International Airport,Venice,Veneto,Italy,Europe/Rome,Airports,10827,7,
VCL,15.9742,107.868,Chulai,Tamky,,Vietnam,Asia/Vientiane,Airports,,,SBKP
VCP,-23.0067,-47.1344,Viracopos International Airport,Campinas,Sao Paulo,Brazil,America/Sao_Paulo,Airports,10630,2169,
VCS,15.9742,107.868,Vietnam,Con Dao,Ca Mau,Vietnam,Asia/Ho_Chi_Minh,Airports,,,KVCT
VCT,28.8449,-96.9201,Victoria Regional Airport,Victoria,Texas,United States,America/Chicago,Airports,9102,115,KVCV
VCV,34.588,-117.373,Southern California Logistics Airport,Victorville,California,United States,America/Los_Angeles,Military Airport,15050,2885,LLOV
VDA,29.9528,34.9583,Ovda Airport,Ovda,HaDarom,Israel,Asia/Jerusalem,Airports,9843,1490,
VDB,61.0105,9.29374,Fagernes Leirin Airport,Fagernes,Oppland Fylke,Norway,Europe/Oslo,Airports,,,
VDC,-14.8633,-40.8628,Vitoria da Conquista Airport,Vitória da Conquista,Bahia,Brazil,America/Belem,Airports,5827,2998,
VDE,27.8145,-17.885,Valverde Airport,Valverde,Canary Islands,Spain,Atlantic/Canary,Airports,3609,105,
VDM,-40.8697,-62.9994,Gobernador Castello Airport,Viedma,Rio Negro,Argentina,America/Buenos_Aires,Airports,8431,20,ENVD
VDS,70.0653,29.8416,Vadso Airport,Vadso,Finnmark Fylke,Norway,Europe/Oslo,Airports,2625,127,PAVD
VDZ,61.1294,-146.256,Valdez Airport,Valdez,Alaska,United States,America/Anchorage,Airports,5000,120,
VEE,67.009,-146.406,Venetie,Venetie,Alaska,United States,America/Anchorage,Airports,4100,550,KVEL
VEL,40.4485,-109.514,Vernal Airport,Vernal,Utah,United States,America/Denver,Airports,6601,5274,KVER
VER,19.145,-96.1878,General Heriberto Jara International Airport,Teocelo,Veracruz-Llave,Mexico,America/Mexico_City,Airports,7874,95,
VEY,63.4273,-20.2682,Vestmannaeyjar Airport,Vestmannaeyjar,Vestmannaeyjar,Iceland,Atlantic/Reykjavik,Airports,3904,328,FVFA
VFA,-18.0931,25.8403,Victoria Falls Airport,,Matabeleland North,Zimbabwe,Africa/Harare,Airports,7500,3490,
VGA,16.5167,80.8,Vijaywada Airport,Manthena,Andhra Pradesh,India,Asia/Kolkata,Airports,6000,82,LEVX
VGO,42.2258,-8.63269,Vigo Airport,Vigo,Galicia,Spain,Europe/Madrid,Airports,7218,866,
VGZ,1.06667,-76.7167,Villagarzon Airport,Villagarzon,Putumayo,Colombia,America/Bogota,Airports,3412,2622,
VHC,-9.6889,20.43,Saurimo Airport,Saurimo,Lunda Sul,Angola,Africa/Luanda,Airports,11154,3576,
VHM,64.5797,16.8374,Vilhelmina Airport,Vilhelmina,Vasterbotten,Sweden,Europe/Stockholm,Airports,3330,1138,
VHZ,-17.6902,-149.376,French Polynesia,Vahitahi,Tuamotu-Gambier,French Polynesia,Pacific/Midway,Airports,,,LOWW
VIE,48.1036,16.5804,Vienna Schwechat International Airport,Klein-Neusiedl,Lower Austria,Austria,Europe/Vienna,Airports,11811,600,
VIG,39.2505,-82.7916,,El Vigia,Mérida,Venezuela,America/Caracas,Airports,10630,,
VII,18.6688,105.672,Vinh,Vinh City,Nghe An,Vietnam,Asia/Ho_Chi_Minh,Airports,,,
VIJ,18.4728,-64.418,Virgin Gorda Airport,Virgin Gorda,,British Virgin Islands,America/Tortola,Airports,3160,12,
VIL,23.7333,-15.9167,Dakhla Airport,Ad Dakhla,Oued Ed-Dahab,Western Sahara,Africa/El_Aaiun,Airports,9842,33,KVIS
VIS,36.3253,-119.394,Visalia Municipal Airport,Visalia,California,United States,America/Los_Angeles,Airports,6556,292,
VIT,42.8844,-2.73051,Vitoria Airport,Vitoria,Basque Country,Spain,Europe/Madrid,Airports,11483,1683,SBVT
VIX,-20.2578,-40.2864,Goiabeiras Airport,Vitoria,Espirito Santo,Brazil,America/Sao_Paulo,Airports,6138,11,
VKG,9.945,105.135,Kien Giang Airport,Kien Giang,Kien Giang,Vietnam,Asia/Ho_Chi_Minh,Airports,3767,13,UUWW
VKO,55.5978,37.285,Ynukovo Airport,Podol'sk,Moskovskaya Oblast,Russia,Europe/Moscow,Airports,10007,669,
VKT,67.491,63.995,Vorkuta Airport,Ukhta,Komi,Russia,Europe/Moscow,Airports,,,LEVC
VLC,39.4929,-0.47617,Valencia Airport,Manises,Valencia,Spain,Europe/Madrid,Airports,8858,226,KVLD
VLD,30.7892,-83.2787,Valdosta Regional Airport,Valdosta,Georgia,United States,America/New_York,Airports,6302,204,NVVV
VLI,-17.7039,168.312,Port Vila Bauerfield Airport,Port-Vila,Shefa,Vanuatu,Pacific/Efate,Airports,8530,66,KVLL
VLL,41.7077,-4.84504,Valladolid Airport,Valladolid,Castille and Leon,Spain,Europe/Madrid,Airports,9843,2785,
VLN,10.1556,-67.9319,Zim Valencia Airport,Valencia,Carabobo,Venezuela,America/Caracas,Airports,6562,1410,
VLS,-15.1468,167.038,Vanuatu,Valesdir,Shefa,Vanuatu,Pacific/Efate,Airports,1968,36,
VLV,9.3414,-70.5844,Dr Antonio Nicolas Briceno Airport,Siquisique,Trujillo,Venezuela,America/Caracas,Airports,6726,2060,
VLY,52.3685,-3.98509,Wales,Anglesey,Wales,United Kingdom,Europe/London,Airports,,,EYVI
VNO,54.64,25.2803,Vilnius Airport,Vilnius,Vilniaus apskritis,Lithuania,Europe/Vilnius,Airports,8202,623,
VNS,25.4541,82.8642,Varanasi Airport,Baragaon,Uttar Pradesh,India,Asia/Kolkata,Airports,5880,262,
VNX,-22.0142,35.3119,Vilanculos Airport,Vilanculos,Inhambane,Mozambique,Africa/Maputo,Airports,4823,46,
VOG,48.7788,44.3382,Gumrak Airport,Kamyshin,Volgogradskaya Oblast,Russia,Asia/Yekaterinburg,Airports,,476,
VOL,39.2203,22.7947,Nea Anchialos Airport,Almiros,Thessalia,Greece,Europe/Athens,Other Airport,3937,90,
VOZ,51.8089,39.2242,Voronezh-Chertovitskoye Airport,Semiluki,Voronezhskaya Oblast,Russia,Europe/Moscow,Airports,,,
VPE,-17.0704,15.7258,Ondjiva,Ongiva,Cunene,Angola,Africa/Luanda,Airports,8120,3641,
VPN,65.7177,-14.8348,Vopnafjordur Airport,Egilsstadir,Nordur-Mulasysla,Iceland,Atlantic/Reykjavik,Airports,3268,31,KVPS
VPS,30.496,-86.55,Eglin Air Force Base,Eglin Village,Florida,United States,America/Chicago,Airports,12000,85,
VPY,-19.1506,33.4311,Chimoio Airport,Chimoio,Manica,Mozambique,Africa/Maputo,Airports,,,TJVQ
VQS,18.1355,-65.487,Aeropuerto Antonio Rivera Rodríguez,Puerto Ferro,Puerto Rico,United States,America/Puerto_Rico,Airports,2500,46,MUVR
VRA,23.0306,-81.4367,Varadero Airport,Varadero,Matanzas,Cuba,America/Havana,Airports,7382,39,
VRC,13.5792,124.204,Virac Airport,Virac,Bicol Region,Philippines,Asia/Manila,Airports,5118,121,
VRK,62.1742,27.8658,Varkaus Airport,Varkaus,Eastern Finland,Finland,Europe/Helsinki,Airports,6562,286,
